# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 310:         3.596       51.442       8.00  VLISSINGEN
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# 
# STN,YYYYMMDD,   HH,   FX,   RH
# 
  260,20191103,    5,   60,    0
  260,20191103,    6,   70,    0
  260,20191103,    7,   60,    0
  260,20191103,    8,   50,    0
  260,20191103,    9,   50,    0
  260,20191103,   10,   60,    0
  260,20191103,   11,   60,    0
  260,20191103,   12,   60,    0
  260,20191103,   13,   40,    0
  260,20191103,   14,   40,   -1
  260,20191103,   15,   20,   14
  260,20191103,   16,   20,   17
  260,20191103,   17,   30,   29
  260,20191103,   18,   60,   42
  260,20191103,   19,   60,   19
  260,20191103,   20,   40,    1
  260,20191103,   21,   30,    0
  260,20191103,   22,   30,    0
  260,20191103,   23,   40,    0
  260,20191103,   24,   40,    0
  260,20191104,    1,   40,    0
  260,20191104,    2,   50,    2
  260,20191104,    3,   50,   -1
  260,20191104,    4,   70,    0
  260,20191104,    5,   70,    0
  260,20191104,    6,   70,    1
  260,20191104,    7,   90,   -1
  260,20191104,    8,   70,   -1
  260,20191104,    9,   70,    0
  260,20191104,   10,   80,    0
  260,20191104,   11,   70,    0
  260,20191104,   12,   70,    0
  260,20191104,   13,   70,    2
  260,20191104,   14,   60,    4
  260,20191104,   15,   50,   -1
  260,20191104,   16,   40,    0
  260,20191104,   17,   40,    0
  260,20191104,   18,   40,    6
  260,20191104,   19,   30,    0
  260,20191104,   20,   40,    0
  260,20191104,   21,   40,    0
  260,20191104,   22,   40,    0
  260,20191104,   23,   40,    1
  260,20191104,   24,   50,   16
  260,20191105,    1,   40,    9
  260,20191105,    2,   40,    7
  260,20191105,    3,   40,    0
  260,20191105,    4,   30,    0
  260,20191105,    5,   30,    0
  260,20191105,    6,   40,    0
  260,20191105,    7,   40,    0
  260,20191105,    8,   40,    0
  260,20191105,    9,   40,    0
  260,20191105,   10,   50,    0
  260,20191105,   11,   50,    0
  260,20191105,   12,   40,    0
  260,20191105,   13,   40,    0
  260,20191105,   14,   40,    0
  260,20191105,   15,   40,    0
  260,20191105,   16,   40,    0
  260,20191105,   17,   30,    0
  260,20191105,   18,   20,    0
  260,20191105,   19,   20,    0
  260,20191105,   20,   30,    0
  260,20191105,   21,   20,   -1
  260,20191105,   22,   30,    3
  260,20191105,   23,   30,   23
  260,20191105,   24,   40,    1
  260,20191106,    1,   30,    0
  260,20191106,    2,   30,    0
  260,20191106,    3,   40,    0
  260,20191106,    4,   40,    0
  260,20191106,    5,   60,    0
  260,20191106,    6,   40,    0
  260,20191106,    7,   20,    0
  260,20191106,    8,   20,    0
  260,20191106,    9,   30,    0
  260,20191106,   10,   30,    0
  260,20191106,   11,   50,    0
  260,20191106,   12,   50,    0
  260,20191106,   13,   50,    0
  260,20191106,   14,   40,    0
  260,20191106,   15,   30,    0
  260,20191106,   16,   20,    0
  260,20191106,   17,   10,    0
  260,20191106,   18,   20,    0
  260,20191106,   19,   20,   -1
  260,20191106,   20,   20,   -1
  260,20191106,   21,   30,    0
  260,20191106,   22,   30,    0
  260,20191106,   23,   20,    1
  260,20191106,   24,   40,    2
  260,20191107,    1,   30,    0
  260,20191107,    2,   30,    0
  260,20191107,    3,   40,    0
  260,20191107,    4,   50,    0
  260,20191107,    5,   50,   -1
  260,20191107,    6,   60,   -1
  260,20191107,    7,   60,    0
  260,20191107,    8,   70,    0
  260,20191107,    9,   70,    0
  260,20191107,   10,   80,    0
  260,20191107,   11,   80,    2
  260,20191107,   12,   80,    8
  260,20191107,   13,   80,   17
  260,20191107,   14,  110,   19
  260,20191107,   15,   90,   10
  260,20191107,   16,  100,    0
  260,20191107,   17,   80,    0
  260,20191107,   18,  100,    0
  260,20191107,   19,  100,    0
  260,20191107,   20,   80,    0
  260,20191107,   21,   70,    0
  260,20191107,   22,   80,    0
  260,20191107,   23,   70,    0
  260,20191107,   24,   70,    0
  260,20191108,    1,   50,    0
  260,20191108,    2,   50,    0
  260,20191108,    3,   50,    0
  260,20191108,    4,   40,    0
  260,20191108,    5,   40,    0
  260,20191108,    6,   40,    0
  260,20191108,    7,   30,    0
  260,20191108,    8,   30,    0
  260,20191108,    9,   40,    0
  260,20191108,   10,   40,    0
  260,20191108,   11,   40,    0
  260,20191108,   12,   50,    0
  260,20191108,   13,   50,    0
  260,20191108,   14,   50,    0
  260,20191108,   15,   40,    0
  260,20191108,   16,   40,    0
  260,20191108,   17,   30,    0
  260,20191108,   18,   40,    0
  260,20191108,   19,   30,    0
  260,20191108,   20,   30,    0
  260,20191108,   21,   40,    0
  260,20191108,   22,   40,    0
  260,20191108,   23,   40,    0
  260,20191108,   24,   40,    0
  260,20191109,    1,   40,    0
  260,20191109,    2,   40,    0
  260,20191109,    3,   40,    1
  260,20191109,    4,   50,    1
  260,20191109,    5,   60,    0
  260,20191109,    6,   70,    0
  260,20191109,    7,   70,    0
  260,20191109,    8,   80,    0
  260,20191109,    9,  110,    0
  260,20191109,   10,  120,   -1
  260,20191109,   11,  120,    0
  260,20191109,   12,  120,    0
  260,20191109,   13,  130,    0
  260,20191109,   14,  120,    0
  260,20191109,   15,  120,    0
  260,20191109,   16,  100,    0
  260,20191109,   17,   80,    0
  260,20191109,   18,   70,    0
  260,20191109,   19,   50,    0
  260,20191109,   20,   50,    0
  260,20191109,   21,   50,    0
  260,20191109,   22,   50,    0
  260,20191109,   23,   40,    0
  260,20191109,   24,   40,    0
  260,20191110,    1,   30,    0
  260,20191110,    2,   30,    0
  260,20191110,    3,   20,    0
  260,20191110,    4,   20,    0
  260,20191110,    5,   30,    0
  260,20191110,    6,   30,    0
  260,20191110,    7,   30,    0
  260,20191110,    8,   30,    0
  260,20191110,    9,   30,    0
  260,20191110,   10,   30,    0
  260,20191110,   11,   20,    0
  260,20191110,   12,   20,    0
  260,20191110,   13,   30,    0
  260,20191110,   14,   20,    0
  260,20191110,   15,   20,    0
  260,20191110,   16,   20,    0
  260,20191110,   17,   20,    0
  260,20191110,   18,   10,    0
  260,20191110,   19,   20,    0
  260,20191110,   20,   20,    0
  260,20191110,   21,   20,    0
  260,20191110,   22,   40,    0
  260,20191110,   23,   50,    0
  260,20191110,   24,   30,    0
  260,20191111,    1,   40,    0
  260,20191111,    2,   40,    0
  260,20191111,    3,   40,    0
  260,20191111,    4,   50,    0
  260,20191111,    5,   70,    0
  260,20191111,    6,   70,    0
  260,20191111,    7,   80,    0
  260,20191111,    8,   80,    0
  260,20191111,    9,   90,    0
  260,20191111,   10,  110,    0
  260,20191111,   11,  110,    0
  260,20191111,   12,  110,    0
  260,20191111,   13,  130,   -1
  260,20191111,   14,  120,    4
  260,20191111,   15,  120,    6
  260,20191111,   16,  120,   -1
  260,20191111,   17,  100,   -1
  260,20191111,   18,   90,   21
  260,20191111,   19,   80,   24
  260,20191111,   20,  100,   -1
  260,20191111,   21,  110,    3
  260,20191111,   22,  110,    1
  260,20191111,   23,  110,    5
  260,20191111,   24,  100,   19
  260,20191112,    1,  100,   18
  260,20191112,    2,  100,    7
  260,20191112,    3,  120,    6
  260,20191112,    4,  100,   13
  260,20191112,    5,   80,   -1
  260,20191112,    6,   80,    0
  260,20191112,    7,   80,    0
  260,20191112,    8,   80,    0
  260,20191112,    9,   90,    0
  260,20191112,   10,  100,    0
  260,20191112,   11,   90,    0
  260,20191112,   12,  140,    6
  260,20191112,   13,   80,   -1
  260,20191112,   14,   80,    0
  260,20191112,   15,   80,    0
  260,20191112,   16,  100,    0
  260,20191112,   17,   90,    0
  260,20191112,   18,  100,    0
  260,20191112,   19,  110,    0
  260,20191112,   20,   90,    0
  260,20191112,   21,  110,    0
  260,20191112,   22,  130,    0
  260,20191112,   23,  110,    1
  260,20191112,   24,  100,    1
  260,20191113,    1,  110,    1
  260,20191113,    2,  100,    7
  260,20191113,    3,   90,   25
  260,20191113,    4,   90,    6
  260,20191113,    5,   80,    6
  260,20191113,    6,   80,    3
  260,20191113,    7,   70,    3
  260,20191113,    8,   70,    1
  260,20191113,    9,   50,   -1
  260,20191113,   10,   70,    0
  260,20191113,   11,   90,    1
  260,20191113,   12,   80,   22
  260,20191113,   13,   40,    6
  260,20191113,   14,   30,    2
  260,20191113,   15,   80,   -1
  260,20191113,   16,   60,   -1
  260,20191113,   17,   50,   -1
  260,20191113,   18,   50,   -1
  260,20191113,   19,   40,    0
  260,20191113,   20,   30,    0
  260,20191113,   21,   40,    0
  260,20191113,   22,   50,    0
  260,20191113,   23,   50,    0
  260,20191113,   24,   60,    4
  260,20191114,    1,   50,    0
  260,20191114,    2,   50,    0
  260,20191114,    3,   60,    0
  260,20191114,    4,   60,    0
  260,20191114,    5,   60,    0
  260,20191114,    6,   70,    0
  260,20191114,    7,   80,    0
  260,20191114,    8,   80,    0
  260,20191114,    9,   90,    0
  260,20191114,   10,   80,    0
  260,20191114,   11,  100,    0
  260,20191114,   12,  100,    0
  260,20191114,   13,   90,    0
  260,20191114,   14,   90,    0
  260,20191114,   15,   80,    0
  260,20191114,   16,   60,    0
  260,20191114,   17,   50,    0
  260,20191114,   18,   30,    0
  260,20191114,   19,   40,    0
  260,20191114,   20,   60,    0
  260,20191114,   21,   40,    0
  260,20191114,   22,   40,    0
  260,20191114,   23,   50,    0
  260,20191114,   24,   40,    0
  260,20191115,    1,   40,    0
  260,20191115,    2,   50,    0
  260,20191115,    3,   60,    0
  260,20191115,    4,   70,    0
  260,20191115,    5,   80,    0
  260,20191115,    6,   80,    0
  260,20191115,    7,  100,    0
  260,20191115,    8,  100,    0
  260,20191115,    9,   80,    0
  260,20191115,   10,   80,    0
  260,20191115,   11,   70,    0
  260,20191115,   12,   80,    0
  260,20191115,   13,   90,    0
  260,20191115,   14,   70,    0
  260,20191115,   15,   70,    0
  260,20191115,   16,   60,    0
  260,20191115,   17,   40,    0
  260,20191115,   18,   40,    0
  260,20191115,   19,   30,    0
  260,20191115,   20,   20,    0
  260,20191115,   21,   10,    0
  260,20191115,   22,   20,    0
  260,20191115,   23,   20,    0
  260,20191115,   24,   10,    0
  260,20191116,    1,   20,    0
  260,20191116,    2,   10,    0
  260,20191116,    3,   10,    0
  260,20191116,    4,   10,    0
  260,20191116,    5,   10,    0
  260,20191116,    6,   10,    0
  260,20191116,    7,   20,    0
  260,20191116,    8,   20,    0
  260,20191116,    9,   20,    0
  260,20191116,   10,   30,    0
  260,20191116,   11,   30,    0
  260,20191116,   12,   40,    0
  260,20191116,   13,   50,    0
  260,20191116,   14,   40,    0
  260,20191116,   15,   50,    0
  260,20191116,   16,   30,    0
  260,20191116,   17,   30,    0
  260,20191116,   18,   40,    0
  260,20191116,   19,   60,    0
  260,20191116,   20,   60,    0
  260,20191116,   21,   60,    0
  260,20191116,   22,   50,    0
  260,20191116,   23,   40,    0
  260,20191116,   24,   50,    0
  260,20191117,    1,   50,    0
  260,20191117,    2,   40,    0
  260,20191117,    3,   40,    0
  260,20191117,    4,   40,    0
  260,20191117,    5,   30,    0
  260,20191117,    6,   40,    0
  260,20191117,    7,   50,    0
  260,20191117,    8,   40,    0
  260,20191117,    9,   30,    0
  260,20191117,   10,   20,    0
  260,20191117,   11,   20,    0
  260,20191117,   12,   30,    0
  260,20191117,   13,   40,    0
  260,20191117,   14,   40,    0
  260,20191117,   15,   40,    0
  260,20191117,   16,   40,    0
  260,20191117,   17,   40,    0
  260,20191117,   18,   40,    0
  260,20191117,   19,   50,    0
  260,20191117,   20,   40,    0
  260,20191117,   21,   50,    0
  260,20191117,   22,   40,    0
  260,20191117,   23,   50,   -1
  260,20191117,   24,   50,   12
  260,20191118,    1,   40,   11
  260,20191118,    2,   40,   16
  260,20191118,    3,   40,   10
  260,20191118,    4,   50,    6
  260,20191118,    5,   60,    5
  260,20191118,    6,   90,    3
  260,20191118,    7,   70,   -1
  260,20191118,    8,   60,   -1
  260,20191118,    9,   50,    0
  260,20191118,   10,   60,    0
  260,20191118,   11,   70,    0
  260,20191118,   12,   70,    0
  260,20191118,   13,   60,    0
  260,20191118,   14,   60,   -1
  260,20191118,   15,   60,   -1
  260,20191118,   16,   40,   -1
  260,20191118,   17,   50,    0
  260,20191118,   18,   70,    1
  260,20191118,   19,  100,    0
  260,20191118,   20,   90,    0
  260,20191118,   21,   90,    0
  260,20191118,   22,  130,    2
  260,20191118,   23,   50,    0
  260,20191118,   24,   50,    0
  260,20191119,    1,   80,    0
  260,20191119,    2,   90,    2
  260,20191119,    3,   60,   -1
  260,20191119,    4,   60,    5
  260,20191119,    5,   50,    6
  260,20191119,    6,   60,    6
  260,20191119,    7,   50,    1
  260,20191119,    8,   40,    0
  260,20191119,    9,   50,    0
  260,20191119,   10,   70,    0
  260,20191119,   11,   80,    0
  260,20191119,   12,   70,    0
  260,20191119,   13,   60,    0
  260,20191119,   14,   50,   -1
  260,20191119,   15,   40,   -1
  260,20191119,   16,   30,    0
  260,20191119,   17,   40,    0
  260,20191119,   18,   30,    0
  260,20191119,   19,   20,    0
  260,20191119,   20,   30,    0
  260,20191119,   21,   20,    0
  260,20191119,   22,   20,    0
  260,20191119,   23,   20,    0
  260,20191119,   24,   20,    0
  260,20191120,    1,   20,    0
  260,20191120,    2,   10,    0
  260,20191120,    3,   20,    0
  260,20191120,    4,   20,    0
  260,20191120,    5,   20,    0
  260,20191120,    6,   20,    0
  260,20191120,    7,   20,    0
  260,20191120,    8,   20,    0
  260,20191120,    9,   20,    0
  260,20191120,   10,   30,    0
  260,20191120,   11,   30,    0
  260,20191120,   12,   20,    0
  260,20191120,   13,   30,    0
  260,20191120,   14,   40,    0
  260,20191120,   15,   50,    0
  260,20191120,   16,   60,    0
  260,20191120,   17,   60,    0
  260,20191120,   18,   70,    0
  260,20191120,   19,   60,    0
  260,20191120,   20,   80,    0
  260,20191120,   21,   80,    0
  260,20191120,   22,   80,    0
  260,20191120,   23,   70,    0
  260,20191120,   24,   70,    0
  260,20191121,    1,   60,    0
  260,20191121,    2,   70,    0
  260,20191121,    3,   70,    0
  260,20191121,    4,   70,    0
  260,20191121,    5,   60,    0
  260,20191121,    6,   80,    0
  260,20191121,    7,   80,    0
  260,20191121,    8,   80,    0
  260,20191121,    9,   80,    0
  260,20191121,   10,   80,    0
  260,20191121,   11,   70,    0
  260,20191121,   12,   70,    0
  260,20191121,   13,   60,    0
  260,20191121,   14,   60,    0
  260,20191121,   15,   70,    0
  260,20191121,   16,   60,    0
  260,20191121,   17,   50,    0
  260,20191121,   18,   40,    0
  260,20191121,   19,   40,    0
  260,20191121,   20,   40,    0
  260,20191121,   21,   40,    0
  260,20191121,   22,   40,    0
  260,20191121,   23,   50,    0
  260,20191121,   24,   50,    0
  260,20191122,    1,   50,    0
  260,20191122,    2,   60,    0
  260,20191122,    3,   70,    0
  260,20191122,    4,   60,   -1
  260,20191122,    5,   70,   -1
  260,20191122,    6,   70,   -1
  260,20191122,    7,   70,    0
  260,20191122,    8,   80,    3
  260,20191122,    9,   70,   -1
  260,20191122,   10,   70,    0
  260,20191122,   11,   80,    0
  260,20191122,   12,   90,    0
  260,20191122,   13,   80,    0
  260,20191122,   14,   80,    0
  260,20191122,   15,   90,    0
  260,20191122,   16,   90,    0
  260,20191122,   17,   80,    0
  260,20191122,   18,   80,    0
  260,20191122,   19,   70,    0
  260,20191122,   20,   70,    0
  260,20191122,   21,   70,    0
  260,20191122,   22,   70,    0
  260,20191122,   23,   80,    0
  260,20191122,   24,   90,    0
  260,20191123,    1,   80,    0
  260,20191123,    2,   90,    0
  260,20191123,    3,   80,    0
  260,20191123,    4,   80,    0
  260,20191123,    5,   80,    0
  260,20191123,    6,   80,    0
  260,20191123,    7,   70,    0
  260,20191123,    8,   60,    0
  260,20191123,    9,   60,    0
  260,20191123,   10,   70,    0
  260,20191123,   11,   40,    0
  260,20191123,   12,   90,    0
  260,20191123,   13,   80,    0
  260,20191123,   14,   80,    0
  260,20191123,   15,  100,    0
  260,20191123,   16,   60,    0
  260,20191123,   17,   70,    0
  260,20191123,   18,   80,    0
  260,20191123,   19,   90,    0
  260,20191123,   20,   70,    0
  260,20191123,   21,   50,    0
  260,20191123,   22,   40,    0
  260,20191123,   23,   50,    0
  260,20191123,   24,   50,    0
  260,20191124,    1,   50,    0
  260,20191124,    2,   30,    0
  260,20191124,    3,   20,    0
  260,20191124,    4,   30,    0
  260,20191124,    5,   30,    0
  260,20191124,    6,   20,    0
  260,20191124,    7,   30,    0
  260,20191124,    8,   30,    0
  260,20191124,    9,   20,    0
  260,20191124,   10,   30,    0
  260,20191124,   11,   30,    0
  260,20191124,   12,   30,    0
  260,20191124,   13,   30,    0
  260,20191124,   14,   30,    0
  260,20191124,   15,   30,    0
  260,20191124,   16,   30,    0
  260,20191124,   17,   10,    0
  260,20191124,   18,   30,    0
  260,20191124,   19,   30,    0
  260,20191124,   20,   30,    0
  260,20191124,   21,   20,    0
  260,20191124,   22,   30,    0
  260,20191124,   23,   40,    0
  260,20191124,   24,   30,    0
  260,20191125,    1,   30,    0
  260,20191125,    2,   30,    0
  260,20191125,    3,   40,    0
  260,20191125,    4,   40,    0
  260,20191125,    5,   30,    0
  260,20191125,    6,   40,    0
  260,20191125,    7,   40,    0
  260,20191125,    8,   40,    0
  260,20191125,    9,   50,    0
  260,20191125,   10,   50,    0
  260,20191125,   11,   50,    0
  260,20191125,   12,   50,    0
  260,20191125,   13,   50,    0
  260,20191125,   14,   60,    0
  260,20191125,   15,   60,    0
  260,20191125,   16,   40,    0
  260,20191125,   17,   40,    0
  260,20191125,   18,   40,    0
  260,20191125,   19,   40,    0
  260,20191125,   20,   50,    0
  260,20191125,   21,   50,    0
  260,20191125,   22,   60,    0
  260,20191125,   23,   50,    0
  260,20191125,   24,   50,    0
  260,20191126,    1,   60,   -1
  260,20191126,    2,   50,    0
  260,20191126,    3,   60,    0
  260,20191126,    4,   60,    0
  260,20191126,    5,   50,    1
  260,20191126,    6,   50,    0
  260,20191126,    7,   50,    0
  260,20191126,    8,   60,    0
  260,20191126,    9,   50,    0
  260,20191126,   10,   50,    0
  260,20191126,   11,   70,    0
  260,20191126,   12,   70,   -1
  260,20191126,   13,   80,    0
  260,20191126,   14,   70,    0
  260,20191126,   15,   90,    0
  260,20191126,   16,   80,    1
  260,20191126,   17,   80,    6
  260,20191126,   18,   70,   10
  260,20191126,   19,   80,    1
  260,20191126,   20,   70,    0
  260,20191126,   21,   70,    0
  260,20191126,   22,   60,   -1
  260,20191126,   23,   60,    0
  260,20191126,   24,   70,    0
  260,20191127,    1,   60,    0
  260,20191127,    2,   60,    0
  260,20191127,    3,   60,    4
  260,20191127,    4,   70,   17
  260,20191127,    5,   80,   14
  260,20191127,    6,   80,   -1
  260,20191127,    7,  100,    8
  260,20191127,    8,  110,    2
  260,20191127,    9,  100,    0
  260,20191127,   10,  100,   -1
  260,20191127,   11,  120,    0
  260,20191127,   12,  110,    0
  260,20191127,   13,  120,    0
  260,20191127,   14,  110,    0
  260,20191127,   15,  110,    0
  260,20191127,   16,   90,    0
  260,20191127,   17,   80,    0
  260,20191127,   18,   80,    5
  260,20191127,   19,   90,    2
  260,20191127,   20,  110,   17
  260,20191127,   21,  130,   15
  260,20191127,   22,  150,   32
  260,20191127,   23,  140,   -1
  260,20191127,   24,  130,    0
  260,20191128,    1,  130,   -1
  260,20191128,    2,  140,    6
  260,20191128,    3,  130,   -1
  260,20191128,    4,  140,   -1
  260,20191128,    5,  130,   10
  260,20191128,    6,  150,    7
  260,20191128,    7,  150,   10
  260,20191128,    8,  130,   22
  260,20191128,    9,  120,   22
  260,20191128,   10,  120,   18
  260,20191128,   11,  100,    6
  260,20191128,   12,   90,    3
  260,20191128,   13,   80,    5
  260,20191128,   14,  120,    2
  260,20191128,   15,   80,   17
  260,20191128,   16,   80,    0
  260,20191128,   17,   80,    2
  260,20191128,   18,   80,    8
  260,20191128,   19,   50,    2
  260,20191128,   20,   60,    1
  260,20191128,   21,   50,   -1
  260,20191128,   22,   70,    1
  260,20191128,   23,   70,    0
  260,20191128,   24,   80,    0
  260,20191129,    1,   40,    1
  260,20191129,    2,   60,    0
  260,20191129,    3,   30,    0
  260,20191129,    4,   30,    0
  260,20191129,    5,   30,    0
  260,20191129,    6,   40,    0
  260,20191129,    7,   50,    0
  260,20191129,    8,   60,   -1
  260,20191129,    9,   40,    0
  260,20191129,   10,   50,    0
  260,20191129,   11,   40,    0
  260,20191129,   12,   80,    0
  260,20191129,   13,   80,    0
  260,20191129,   14,   60,    0
  260,20191129,   15,   50,    0
  260,20191129,   16,   30,    0
  260,20191129,   17,   40,    0
  260,20191129,   18,   60,    0
  260,20191129,   19,   40,    0
  260,20191129,   20,   30,    0
  260,20191129,   21,   40,    0
  260,20191129,   22,   30,    0
  260,20191129,   23,   20,    0
  260,20191129,   24,   20,    0
  260,20191130,    1,   20,    0
  260,20191130,    2,   30,    0
  260,20191130,    3,   20,    0
  260,20191130,    4,   20,    0
  260,20191130,    5,   30,    0
  260,20191130,    6,   50,    0
  260,20191130,    7,   20,   -1
  260,20191130,    8,   30,    0
  260,20191130,    9,   10,    0
  260,20191130,   10,   10,    0
  260,20191130,   11,   20,    0
  260,20191130,   12,   20,    0
  260,20191130,   13,   20,    0
  260,20191130,   14,   20,    0
  260,20191130,   15,   20,    0
  260,20191130,   16,   20,    0
  260,20191130,   17,   20,    0
  260,20191130,   18,   20,    0
  260,20191130,   19,   10,    0
  260,20191130,   20,   20,    0
  260,20191130,   21,   20,    0
  260,20191130,   22,   20,    0
  260,20191130,   23,   20,    0
  260,20191130,   24,   30,    0
  260,20191201,    1,   20,    0
  260,20191201,    2,   20,    0
  260,20191201,    3,   40,    0
  260,20191201,    4,   30,    0
  260,20191201,    5,   30,    0
  260,20191201,    6,   40,    0
  260,20191201,    7,   40,    0
  260,20191201,    8,   30,    0
  260,20191201,    9,   40,    0
  260,20191201,   10,   50,    0
  260,20191201,   11,   40,    0
  260,20191201,   12,   50,    0
  260,20191201,   13,   50,    0
  260,20191201,   14,   40,    0
  260,20191201,   15,   40,    0
  260,20191201,   16,   40,    0
  260,20191201,   17,   30,    0
  260,20191201,   18,   20,    0
  260,20191201,   19,   20,    0
  260,20191201,   20,   20,    0
  260,20191201,   21,   30,    0
  260,20191201,   22,   20,    0
  260,20191201,   23,   30,    0
  260,20191201,   24,   30,    0
  260,20191202,    1,   30,    0
  260,20191202,    2,   30,    0
  260,20191202,    3,   30,    0
  260,20191202,    4,   30,    0
  260,20191202,    5,   30,    0
  260,20191202,    6,   30,    0
  260,20191202,    7,   30,    0
  260,20191202,    8,   40,    0
  260,20191202,    9,   40,   -1
  260,20191202,   10,   40,    0
  260,20191202,   11,   50,    0
  260,20191202,   12,   50,    0
  260,20191202,   13,   40,    0
  260,20191202,   14,   40,   -1
  260,20191202,   15,   40,   -1
  260,20191202,   16,   50,    4
  260,20191202,   17,   30,   22
  260,20191202,   18,   30,    3
  260,20191202,   19,   30,    0
  260,20191202,   20,   30,    0
  260,20191202,   21,   40,   -1
  260,20191202,   22,   30,    0
  260,20191202,   23,   30,    0
  260,20191202,   24,   40,    0
  260,20191203,    1,   30,    0
  260,20191203,    2,   40,    0
  260,20191203,    3,   30,    0
  260,20191203,    4,   30,    0
  260,20191203,    5,   30,    0
  260,20191203,    6,   20,    0
  260,20191203,    7,   30,    0
  260,20191203,    8,   40,    0
  260,20191203,    9,   60,    0
  260,20191203,   10,   50,    0
  260,20191203,   11,   70,    0
  260,20191203,   12,   70,    0
  260,20191203,   13,   70,    0
  260,20191203,   14,   70,    0
  260,20191203,   15,   60,    0
  260,20191203,   16,   50,    0
  260,20191203,   17,   50,    0
  260,20191203,   18,   60,    0
  260,20191203,   19,   50,    0
  260,20191203,   20,   50,    0
  260,20191203,   21,   60,    0
  260,20191203,   22,   50,    0
  260,20191203,   23,   50,    0
  260,20191203,   24,   40,    0
  260,20191204,    1,   50,    0
  260,20191204,    2,   30,    0
  260,20191204,    3,   30,    0
  260,20191204,    4,   40,    0
  260,20191204,    5,   40,    0
  260,20191204,    6,   30,    0
  260,20191204,    7,   30,    0
  260,20191204,    8,   30,    0
  260,20191204,    9,   30,    0
  260,20191204,   10,   40,    0
  260,20191204,   11,   30,    0
  260,20191204,   12,   30,    0
  260,20191204,   13,   30,    0
  260,20191204,   14,   20,    0
  260,20191204,   15,   10,    0
  260,20191204,   16,   20,    0
  260,20191204,   17,   30,    0
  260,20191204,   18,   30,    0
  260,20191204,   19,   20,    0
  260,20191204,   20,   10,    0
  260,20191204,   21,   20,    0
  260,20191204,   22,   30,    0
  260,20191204,   23,   30,    0
  260,20191204,   24,   30,    0
  260,20191205,    1,   40,    0
  260,20191205,    2,   30,    0
  260,20191205,    3,   20,    0
  260,20191205,    4,   30,    0
  260,20191205,    5,   40,    0
  260,20191205,    6,   40,    0
  260,20191205,    7,   40,    0
  260,20191205,    8,   40,    0
  260,20191205,    9,   50,    0
  260,20191205,   10,   60,    0
  260,20191205,   11,   60,    0
  260,20191205,   12,   60,    0
  260,20191205,   13,   50,    0
  260,20191205,   14,   50,    0
  260,20191205,   15,   50,    0
  260,20191205,   16,   70,    0
  260,20191205,   17,   90,    0
  260,20191205,   18,  100,    0
  260,20191205,   19,  120,    0
  260,20191205,   20,  110,    0
  260,20191205,   21,  120,    0
  260,20191205,   22,  110,    0
  260,20191205,   23,  120,    1
  260,20191205,   24,  120,   -1
  260,20191206,    1,  140,   -1
  260,20191206,    2,  130,    0
  260,20191206,    3,  140,    0
  260,20191206,    4,  130,    2
  260,20191206,    5,  130,    4
  260,20191206,    6,  130,    8
  260,20191206,    7,  110,   21
  260,20191206,    8,  130,   12
  260,20191206,    9,  130,    9
  260,20191206,   10,  130,    2
  260,20191206,   11,  150,    6
  260,20191206,   12,  140,   14
  260,20191206,   13,  140,    4
  260,20191206,   14,  140,    2
  260,20191206,   15,  140,    2
  260,20191206,   16,  140,    2
  260,20191206,   17,  150,    2
  260,20191206,   18,  130,    9
  260,20191206,   19,  130,    1
  260,20191206,   20,  140,    8
  260,20191206,   21,  120,   11
  260,20191206,   22,  140,   11
  260,20191206,   23,  110,   24
  260,20191206,   24,  100,    1
  260,20191207,    1,   80,    1
  260,20191207,    2,  100,    0
  260,20191207,    3,   90,   -1
  260,20191207,    4,  100,    0
  260,20191207,    5,   90,    1
  260,20191207,    6,   90,    0
  260,20191207,    7,   80,    0
  260,20191207,    8,   70,    0
  260,20191207,    9,   80,    0
  260,20191207,   10,   60,    0
  260,20191207,   11,   70,   -1
  260,20191207,   12,   80,    0
  260,20191207,   13,   70,    0
  260,20191207,   14,   90,    0
  260,20191207,   15,   80,    0
  260,20191207,   16,   80,    0
  260,20191207,   17,   70,    0
  260,20191207,   18,   80,    0
  260,20191207,   19,   80,    0
  260,20191207,   20,   90,    0
  260,20191207,   21,   80,    0
  260,20191207,   22,  110,    0
